,Sexo;Edad;Tasa de riesgo de pobreza con umbral fijo año 2008;Periodo;Total
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;32,2.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;31,
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;27,1.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;21,9.0
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;19,
Mujeres;De 16 a 29 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;20,6.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;20,5.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;21,1.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;23,1.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;21,9.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;23,8.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;24,2.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;25,7.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;27,4.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;28,6.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;31,4.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;28,3.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;26,3.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;23,5.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;18,8.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;18,9.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;18,6.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;20,
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;20,
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;22,
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;21,3.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;22,4.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;22,8.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;23,8.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;26,4.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;28,5.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;30,1.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;27,9.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;25,9.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;22,4.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;17,9.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;19,4.0
Mujeres;De 30 a 44 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;18,2.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;17,9.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;18,3.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;20,9.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;20,2.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;22,5.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;23,3.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;24,3.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;27,6.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;27,5.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;28,3.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;24,4.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;21,2.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;18,7.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;15,6.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;15,5.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;15,4.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;14,5.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;14,6.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;17,2.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;17,3.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;19,1.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;19,7.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;20,2.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;23,8.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;24,4.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;23,9.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;21,9.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;17,7.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;15,2.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;12,4.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;11,9.0
Mujeres;De 45 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;11,8.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;20,1.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;20,6.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;21,6.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;21,6.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;24,1.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;26,
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;25,3.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;25,1.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;25,6.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;26,3.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;25,4.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;24,7.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;26,2.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;23,2.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;25,2.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;28,
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;10,7.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;10,6.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;11,1.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;11,2.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;11,1.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;12,3.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;13,6.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;12,
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;14,5.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;13,
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;13,9.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;12,3.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;12,4.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;10,
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;11,4.0
Mujeres;65 y más años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;11,9.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;27,8.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;27,
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;30,1.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;28,2.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;32,4.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;31,2.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;33,4.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;36,
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;37,
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;38,4.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;33,8.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;33,6.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;32,2.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;29,8.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;27,8.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;28,7.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;27,
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;25,8.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;29,6.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;27,7.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;32,
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;30,3.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;31,5.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;35,3.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;36,4.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;37,5.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;34,
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;33,7.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;31,2.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;28,6.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;28,5.0
Mujeres;Menos de 18 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;29,4.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2023;19,
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2022;19,7.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2021;22,3.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2020;21,4.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2019;24,7.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2018;25,6.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2017;26,7.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2016;29,
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2015;29,5.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2014;31,
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2013;27,1.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2012;24,9.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2011;22,
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2010;18,2.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2009;17,4.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (renta del año anterior a la entrevista);2008;17,4.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2023;17,1.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2022;17,4.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2021;19,9.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2020;19,7.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2019;22,5.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2018;23,2.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2017;23,9.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2016;26,9.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2015;28,2.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2014;28,7.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2013;26,1.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2012;23,3.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2011;20,4.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2010;16,3.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2009;16,1.0
Mujeres;De 18 a 64 años;Tasa de riesgo de pobreza con umbral fijo año 2008 (con alquiler imputado) (renta del año anterior a la entrevista);2008;16,1.0
